> [{cost: 128, cost_one: 3, cost_two: 3}]
> [{cost: 126, cost_one: 3, cost_two: 1}]
> [{cost: 127, cost_one: 3, cost_two: 4}]
> [{cost: 125, cost_one: 5, cost_two: 3}]
> [{cost: 123, cost_one: 5, cost_two: 3}]
> [{cost: 125, cost_one: 2, cost_two: 4}]
> [{cost: 124, cost_one: 4, cost_two: 3}]
> [{cost: 124, cost_one: 3, cost_two: 3}]
> [{cost: 124, cost_one: 1, cost_two: 1}]
> [{cost: 126, cost_one: 2, cost_two: 4}]
> [{cost: 128, cost_one: 3, cost_two: 5}]
> [{cost: 128, cost_one: 2, cost_two: 2}]
> [{cost: 128, cost_one: 3, cost_two: 6}]
> [{cost: 129, cost_one: 2, cost_two: 3}]
> [{cost: 128, cost_one: 4, cost_two: 3}]
> [{cost: 128, cost_one: 2, cost_two: 6}]
> [{cost: 129, cost_one: 2, cost_two: 3}]
> [{cost: 128, cost_one: 4, cost_two: 3}]
> [{cost: 129, cost_one: 4, cost_two: 5}]
> [{cost: 129, cost_one: 4, cost_two: 4}]
> [{cost: 131, cost_one: 2, cost_two: 4}]
> [{cost: 133, cost_one: 3, cost_two: 5}]
> [{cost: 135, cost_one: 1, cost_two: 3}]
> [{cost: 132, cost_one: 3, cost_two: 0}]
> [{cost: 134, cost_one: 3, cost_two: 5}]
> [{cost: 135, cost_one: 3, cost_two: 4}]
> [{cost: 135, cost_one: 4, cost_two: 4}]
> [{cost: 134, cost_one: 2, cost_two: 1}]
> [{cost: 135, cost_one: 2, cost_two: 3}]
> [{cost: 135, cost_one: 3, cost_two: 3}]
> [{cost: 136, cost_one: 2, cost_two: 3}]
> [{cost: 133, cost_one: 4, cost_two: 1}]
> [{cost: 133, cost_one: 4, cost_two: 4}]
> [{cost: 133, cost_one: 3, cost_two: 3}]
> [{cost: 134, cost_one: 3, cost_two: 4}]
> [{cost: 136, cost_one: 3, cost_two: 5}]
> [{cost: 136, cost_one: 3, cost_two: 6}]
> [{cost: 136, cost_one: 3, cost_two: 3}]
> [{cost: 136, cost_one: 3, cost_two: 6}]
> [{cost: 134, cost_one: 6, cost_two: 4}]
> [{cost: 136, cost_one: 3, cost_two: 5}]
> [{cost: 137, cost_one: 5, cost_two: 6}]
> [{cost: 137, cost_one: 2, cost_two: 2}]
> [{cost: 137, cost_one: 3, cost_two: 3}]
> [{cost: 136, cost_one: 4, cost_two: 3}]
> [{cost: 136, cost_one: 3, cost_two: 3}]
> [{cost: 137, cost_one: 3, cost_two: 4}]
> [{cost: 137, cost_one: 3, cost_two: 3}]
> [{cost: 138, cost_one: 3, cost_two: 4}]
> [{cost: 138, cost_one: 2, cost_two: 5}]
> [{cost: 138, cost_one: 3, cost_two: 5}]
> [{cost: 137, cost_one: 5, cost_two: 4}]
> [{cost: 136, cost_one: 4, cost_two: 3}]
> [{cost: 137, cost_one: 2, cost_two: 3}]
> [{cost: 136, cost_one: 3, cost_two: 2}]
> [{cost: 133, cost_one: 5, cost_two: 2}]
> [{cost: 132, cost_one: 3, cost_two: 2}]
> [{cost: 132, cost_one: 3, cost_two: 5}]
> [{cost: 132, cost_one: 0, cost_two: 2}]
> [{cost: 130, cost_one: 4, cost_two: 2}]
> [{cost: 130, cost_one: 2, cost_two: 4}]
> [{cost: 131, cost_one: 2, cost_two: 3}]
> [{cost: 130, cost_one: 4, cost_two: 3}]
> [{cost: 129, cost_one: 4, cost_two: 3}]
> [{cost: 130, cost_one: 3, cost_two: 4}]
> [{cost: 128, cost_one: 5, cost_two: 3}]
> [{cost: 126, cost_one: 3, cost_two: 1}]
> [{cost: 126, cost_one: 2, cost_two: 5}]
> [{cost: 126, cost_one: 3, cost_two: 3}]
> [{cost: 127, cost_one: 5, cost_two: 6}]
> [{cost: 127, cost_one: 2, cost_two: 4}]
> [{cost: 127, cost_one: 4, cost_two: 4}]
> [{cost: 128, cost_one: 2, cost_two: 3}]
> [{cost: 128, cost_one: 2, cost_two: 2}]
> [{cost: 128, cost_one: 3, cost_two: 3}]
> [{cost: 128, cost_one: 3, cost_two: 5}]
> [{cost: 128, cost_one: 2, cost_two: 4}]
> [{cost: 127, cost_one: 4, cost_two: 3}]
> [{cost: 127, cost_one: 2, cost_two: 6}]
> [{cost: 126, cost_one: 4, cost_two: 3}]
> [{cost: 127, cost_one: 2, cost_two: 3}]
> [{cost: 126, cost_one: 4, cost_two: 3}]
> [{cost: 126, cost_one: 1, cost_two: 3}]
> [{cost: 125, cost_one: 4, cost_two: 3}]
> [{cost: 124, cost_one: 3, cost_two: 2}]
> [{cost: 123, cost_one: 2, cost_two: 1}]
> [{cost: 120, cost_one: 6, cost_two: 3}]
> [{cost: 121, cost_one: 3, cost_two: 4}]
> [{cost: 121, cost_one: 2, cost_two: 2}]
> [{cost: 122, cost_one: 2, cost_two: 3}]
> [{cost: 122, cost_one: 3, cost_two: 5}]
> [{cost: 122, cost_one: 4, cost_two: 6}]
> [{cost: 122, cost_one: 3, cost_two: 3}]
> [{cost: 120, cost_one: 6, cost_two: 4}]
> [{cost: 120, cost_one: 3, cost_two: 3}]
> [{cost: 120, cost_one: 2, cost_two: 4}]
> [{cost: 120, cost_one: 3, cost_two: 3}]
> [{cost: 120, cost_one: 4, cost_two: 4}]
> [{cost: 120, cost_one: 4, cost_two: 4}]
> [{cost: 120, cost_one: 3, cost_two: 5}]
> [{cost: 120, cost_one: 3, cost_two: 3}]
> [{cost: 117, cost_one: 4, cost_two: 1}]
> [{cost: 117, cost_one: 3, cost_two: 3}]
> [{cost: 116, cost_one: 4, cost_two: 3}]
> [{cost: 117, cost_one: 1, cost_two: 2}]
> [{cost: 117, cost_one: 3, cost_two: 6}]
> [{cost: 115, cost_one: 4, cost_two: 2}]
> [{cost: 115, cost_one: 3, cost_two: 5}]
> [{cost: 115, cost_one: 3, cost_two: 3}]
> [{cost: 115, cost_one: 2, cost_two: 4}]
> [{cost: 113, cost_one: 5, cost_two: 3}]
> [{cost: 112, cost_one: 3, cost_two: 2}]
> [{cost: 111, cost_one: 4, cost_two: 3}]
> [{cost: 111, cost_one: 1, cost_two: 3}]
> [{cost: 112, cost_one: 2, cost_two: 3}]
> [{cost: 112, cost_one: 3, cost_two: 6}]
